M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C
-9.05764,-1798.44,-8.77168,-1798.42,-9.2816,-1798.34,-7.86536,-1798.31,-6.75794,-1798.35,-5.61022,-1798.29,-4.67605,-1798.3,-3.81453,-1798.28,-3.02908,-1798.28,-2.40974,-1799.08,-2.11237,-1798.71,-1.83858,-1798.52
-9.05447,-1799.76,-8.77312,-1799.75,-9.28383,-1799.66,-7.86808,-1799.64,-6.76052,-1799.67,-5.61291,-1799.63,-4.67866,-1799.63,-3.80935,-1799.6,-3.02864,-1799.59,-2.41123,-1800.39,-2.11391,-1800.05,-1.83945,-1799.85
-9.06004,-1800.94,-8.77548,-1800.91,-9.28179,-1800.84,-7.87005,-1800.82,-6.76369,-1800.85,-5.61643,-1800.8,-4.68083,-1800.81,-3.81134,-1800.78,-3.0304,-1800.8,-2.41299,-1801.62,-2.11596,-1801.21,-1.84096,-1800.99
-9.06522,-1802.28,-8.77459,-1802.24,-9.28601,-1802.17,-7.87069,-1802.15,-6.76443,-1802.16,-5.62264,-1802.13,-4.68309,-1802.14,-3.8166,-1802.1,-3.0374,-1802.11,-2.41414,-1802.9,-2.11739,-1802.55,-1.84212,-1802.35
-9.06855,-1803.5,-8.7765,-1803.47,-9.28862,-1803.41,-7.87163,-1803.36,-6.76875,-1803.39,-5.62783,-1803.35,-4.68412,-1803.35,-3.81803,-1803.34,-3.04216,-1803.33,-2.41563,-1804.14,-2.11877,-1803.77,-1.84222,-1803.58
-9.0695,-1804.76,-8.78261,-1804.71,-9.29113,-1804.66,-7.87332,-1804.62,-6.77046,-1804.63,-5.62938,-1804.62,-4.68572,-1804.61,-3.82,-1804.58,-3.04426,-1804.58,-2.41742,-1805.37,-2.12011,-1805.04,-1.84474,-1804.82
-9.06914,-1805.99,-8.78615,-1805.92,-9.29358,-1805.89,-7.87445,-1805.85,-6.7721,-1805.86,-5.63045,-1805.83,-4.6882,-1805.83,-3.82253,-1805.81,-3.04862,-1805.81,-2.41968,-1806.62,-2.12198,-1806.26,-1.84512,-1806.06
-9.06506,-1807.24,-8.78904,-1807.18,-9.29524,-1807.16,-7.87928,-1807.12,-6.77488,-1807.12,-5.63204,-1807.1,-4.69064,-1807.1,-3.8248,-1807.07,-3.04889,-1807.07,-2.42077,-1807.87,-2.12389,-1807.52,-1.84677,-1807.32
-9.06509,-1808.49,-8.7895,-1808.41,-9.29467,-1808.4,-7.88215,-1808.35,-6.77665,-1808.35,-5.63324,-1808.34,-4.69227,-1808.33,-3.82624,-1808.31,-3.04968,-1808.3,-2.42197,-1809.11,-2.1239,-1808.75,-1.84796,-1808.56
-9.06463,-1809.76,-8.79059,-1809.67,-9.29473,-1809.66,-7.87911,-1809.61,-6.77702,-1809.61,-5.63599,-1809.59,-4.69302,-1809.59,-3.82831,-1809.57,-3.05171,-1809.56,-2.4236,-1810.36,-2.12439,-1810,-1.8489,-1809.82
-9.06842,-1810.95,-8.78993,-1810.87,-9.29553,-1810.88,-7.87964,-1810.81,-6.78141,-1810.82,-5.63867,-1810.79,-4.69369,-1810.79,-3.82849,-1810.76,-3.05405,-1810.77,-2.42573,-1811.6,-2.125,-1811.23,-1.85086,-1811.03
-9.07333,-1812.24,-8.79331,-1812.16,-9.2974,-1812.15,-7.88391,-1812.1,-6.78418,-1812.1,-5.6414,-1812.08,-4.69567,-1812.07,-3.83041,-1812.05,-3.05637,-1812.05,-2.42721,-1812.85,-2.12498,-1812.49,-1.85407,-1812.3
-9.08113,-1813.46,-8.79535,-1813.39,-9.29828,-1813.39,-7.88807,-1813.34,-6.78595,-1813.33,-5.6431,-1813.32,-4.69927,-1813.32,-3.83225,-1813.28,-3.05831,-1813.28,-2.42866,-1814.08,-2.12816,-1813.73,-1.85448,-1813.54
-9.07963,-1814.71,-8.79613,-1814.65,-9.29577,-1814.64,-7.89535,-1814.6,-6.78825,-1814.58,-5.64501,-1814.58,-4.70111,-1814.57,-3.83423,-1814.54,-3.05984,-1814.53,-2.4292,-1815.33,-2.12948,-1814.98,-1.85394,-1814.79
-9.08109,-1815.93,-8.7997,-1815.88,-9.29388,-1815.88,-7.89787,-1815.84,-6.78764,-1815.81,-5.64651,-1815.81,-4.70387,-1815.79,-3.83746,-1815.77,-3.05816,-1815.77,-2.43001,-1816.58,-2.13047,-1816.23,-1.8558,-1816.03
-9.08156,-1817.19,-8.80365,-1817.14,-9.29569,-1817.14,-7.89801,-1817.11,-6.78767,-1817.08,-5.64857,-1817.08,-4.70696,-1817.07,-3.84095,-1817.04,-3.05472,-1817.04,-2.43101,-1817.85,-2.13136,-1817.48,-1.85588,-1817.29
-9.08262,-1818.44,-8.80653,-1818.4,-9.29798,-1818.39,-7.89975,-1818.35,-6.79181,-1818.34,-5.65095,-1818.33,-4.7092,-1818.31,-3.84263,-1818.29,-3.05904,-1818.29,-2.43346,-1819.1,-2.13222,-1818.74,-1.8565,-1818.54
-9.08226,-1819.66,-8.81047,-1819.64,-9.30315,-1819.63,-7.89848,-1819.59,-6.79279,-1819.57,-5.65249,-1819.58,-4.71139,-1819.55,-3.84472,-1819.54,-3.05835,-1819.54,-2.43522,-1820.29,-2.13397,-1819.96,-1.8581,-1819.76
-9.08115,-1820.92,-8.81464,-1820.86,-9.31077,-1820.86,-7.89698,-1820.8,-6.79504,-1820.79,-5.65402,-1820.78,-4.71404,-1820.75,-3.8466,-1820.7,-3.06093,-1820.74,-2.43683,-1821.58,-2.13477,-1821.22,-1.85961,-1821.02
-9.08135,-1822.18,-8.81657,-1822.14,-9.31274,-1822.13,-7.89807,-1822.1,-6.798,-1822.09,-5.65591,-1822.07,-4.71578,-1822.06,-3.84887,-1822.04,-3.06537,-1822.02,-2.43738,-1822.81,-2.13738,-1822.47,-1.86022,-1822.27
-9.0864,-1823.41,-8.81726,-1823.39,-9.31504,-1823.37,-7.89912,-1823.34,-6.8006,-1823.32,-5.65794,-1823.31,-4.71668,-1823.29,-3.84987,-1823.27,-3.06782,-1823.26,-2.435,-1824.06,-2.13723,-1823.72,-1.86107,-1823.52
-9.09056,-1824.65,-8.81794,-1824.64,-9.31667,-1824.6,-7.90192,-1824.58,-6.80255,-1824.56,-5.65993,-1824.55,-4.71966,-1824.54,-3.85186,-1824.51,-3.06965,-1824.5,-2.43741,-1825.3,-2.13911,-1824.96,-1.86253,-1824.76
-9.094,-1825.9,-8.81994,-1825.91,-9.3195,-1825.86,-7.90239,-1825.83,-6.80521,-1825.82,-5.66134,-1825.79,-4.72167,-1825.79,-3.85296,-1825.75,-3.0698,-1825.76,-2.43881,-1826.56,-2.14009,-1826.2,-1.86417,-1826.02
-9.09417,-1827.15,-8.82158,-1827.16,-9.32259,-1827.1,-7.90397,-1827.08,-6.80738,-1827.07,-5.66347,-1827.04,-4.72285,-1827.04,-3.854,-1827,-3.07235,-1827,-2.43985,-1827.8,-2.14155,-1827.45,-1.86559,-1827.27
-9.09182,-1828.39,-8.82128,-1828.41,-9.32424,-1828.35,-7.90642,-1828.32,-6.80912,-1828.32,-5.66584,-1828.29,-4.724,-1828.29,-3.85579,-1828.27,-3.07415,-1828.27,-2.44079,-1829.06,-2.14263,-1828.72,-1.86656,-1828.52
-9.08977,-1829.63,-8.82339,-1829.63,-9.3235,-1829.57,-7.90623,-1829.55,-6.81151,-1829.56,-5.66736,-1829.52,-4.72588,-1829.52,-3.85739,-1829.49,-3.0729,-1829.49,-2.44245,-1830.27,-2.14453,-1829.94,-1.86728,-1829.74
-9.09196,-1830.9,-8.82599,-1830.91,-9.32433,-1830.83,-7.91268,-1830.81,-6.81291,-1830.83,-5.6687,-1830.78,-4.72717,-1830.79,-3.85955,-1830.75,-3.0785,-1830.77,-2.44414,-1831.54,-2.14564,-1831.2,-1.86841,-1831.01
-9.09728,-1832.15,-8.82953,-1832.15,-9.33073,-1832.07,-7.91581,-1832.06,-6.81465,-1832.07,-5.67041,-1832.02,-4.72626,-1832.03,-3.86191,-1832,-3.08131,-1832,-2.44538,-1832.79,-2.14495,-1832.45,-1.86961,-1832.25
-9.09935,-1833.41,-8.82928,-1833.41,-9.3323,-1833.32,-7.91695,-1833.31,-6.8165,-1833.32,-5.67261,-1833.28,-4.7277,-1833.28,-3.8628,-1833.26,-3.08069,-1833.25,-2.44676,-1834.04,-2.14761,-1833.71,-1.87096,-1833.51
-9.1,-1834.65,-8.8307,-1834.66,-9.33442,-1834.57,-7.92252,-1834.54,-6.81782,-1834.57,-5.67356,-1834.52,-4.73002,-1834.53,-3.86445,-1834.5,-3.08284,-1834.49,-2.44862,-1835.29,-2.14889,-1834.94,-1.87241,-1834.76
-9.09949,-1835.91,-8.83221,-1835.91,-9.33665,-1835.83,-7.92585,-1835.81,-6.82,-1835.83,-5.67596,-1835.79,-4.7313,-1835.79,-3.86653,-1835.77,-3.08534,-1835.76,-2.45007,-1836.56,-2.15091,-1836.2,-1.87421,-1836.01
-9.10265,-1837.17,-8.83323,-1837.16,-9.3413,-1837.07,-7.92722,-1837.06,-6.8218,-1837.09,-5.67795,-1837.03,-4.73376,-1837.05,-3.86907,-1837.02,-3.08687,-1837.02,-2.45242,-1837.83,-2.15244,-1837.45,-1.8748,-1837.26
-9.10337,-1838.47,-8.83389,-1838.45,-9.34369,-1838.36,-7.92945,-1838.33,-6.82432,-1838.38,-5.67983,-1838.3,-4.7361,-1838.31,-3.87011,-1838.29,-3.08971,-1838.29,-2.45385,-1839.19,-2.154,-1838.79,-1.87554,-1838.55
-9.10285,-1839.83,-8.83454,-1839.79,-9.34627,-1839.71,-7.93163,-1839.65,-6.8259,-1839.75,-5.68077,-1839.66,-4.7381,-1839.65,-3.87119,-1839.6,-3.09156,-1839.65,-2.45448,-1840.46,-2.1532,-1840.1,-1.87718,-1839.9
-9.10564,-1841.07,-8.83758,-1841.03,-9.34483,-1840.95,-7.93285,-1840.91,-6.82689,-1840.95,-5.68218,-1840.9,-4.73976,-1840.9,-3.87247,-1840.86,-3.09262,-1840.88,-2.45629,-1841.7,-2.15453,-1841.34,-1.87786,-1841.14
-9.10542,-1842.29,-8.84107,-1842.26,-9.34559,-1842.19,-7.93587,-1842.15,-6.82887,-1842.19,-5.68464,-1842.13,-4.74152,-1842.14,-3.87369,-1842.11,-3.09154,-1842.11,-2.45724,-1842.93,-2.15732,-1842.57,-1.87996,-1842.37
-9.11009,-1843.55,-8.84229,-1843.53,-9.3472,-1843.42,-7.93887,-1843.4,-6.83111,-1843.42,-5.68645,-1843.37,-4.74288,-1843.38,-3.87573,-1843.34,-3.09423,-1843.35,-2.45832,-1844.18,-2.15807,-1843.83,-1.88106,-1843.61
-9.11116,-1844.77,-8.84362,-1844.74,-9.34807,-1844.67,-7.93998,-1844.64,-6.83359,-1844.66,-5.68768,-1844.62,-4.74523,-1844.62,-3.87792,-1844.59,-3.0914,-1844.6,-2.4597,-1845.41,-2.15894,-1845.05,-1.88253,-1844.85
-9.1109,-1846.02,-8.84616,-1845.97,-9.34876,-1845.92,-7.94183,-1845.88,-6.83644,-1845.9,-5.68994,-1845.85,-4.74762,-1845.87,-3.88031,-1845.82,-3.09788,-1845.84,-2.46117,-1846.66,-2.16103,-1846.3,-1.88244,-1846.1
-9.11196,-1847.27,-8.8459,-1847.21,-9.34876,-1847.16,-7.94366,-1847.13,-6.83926,-1847.14,-5.69244,-1847.11,-4.7512,-1847.11,-3.88182,-1847.08,-3.10104,-1847.08,-2.4617,-1847.92,-2.16147,-1847.54,-1.88505,-1847.34
-9.11312,-1848.54,-8.84642,-1848.49,-9.34959,-1848.44,-7.94547,-1848.39,-6.84139,-1848.39,-5.69738,-1848.36,-4.75387,-1848.37,-3.884,-1848.34,-3.10272,-1848.34,-2.46375,-1849.17,-2.16279,-1848.82,-1.88575,-1848.61
-9.1132,-1849.75,-8.84837,-1849.7,-9.35053,-1849.67,-7.94736,-1849.62,-6.84348,-1849.61,-5.69872,-1849.6,-4.75637,-1849.6,-3.88518,-1849.57,-3.10395,-1849.57,-2.46648,-1850.39,-2.16457,-1850.02,-1.88749,-1849.83
-9.11547,-1850.98,-8.85072,-1850.92,-9.35225,-1850.92,-7.94866,-1850.86,-6.84524,-1850.85,-5.70027,-1850.83,-4.75892,-1850.84,-3.88791,-1850.8,-3.10632,-1850.81,-2.46736,-1851.64,-2.16545,-1851.27,-1.88913,-1851.07
-9.12094,-1852.23,-8.85492,-1852.16,-9.35359,-1852.16,-7.9507,-1852.1,-6.84768,-1852.08,-5.70066,-1852.08,-4.76072,-1852.07,-3.88934,-1852.05,-3.10755,-1852.05,-2.46816,-1852.89,-2.16691,-1852.5,-1.89053,-1852.3
-9.1251,-1853.5,-8.85742,-1853.42,-9.35722,-1853.43,-7.95287,-1853.36,-6.8472,-1853.34,-5.70147,-1853.33,-4.7613,-1853.33,-3.89058,-1853.31,-3.10971,-1853.31,-2.47051,-1854.13,-2.16822,-1853.76,-1.89087,-1853.57
-9.12756,-1854.72,-8.85814,-1854.65,-9.35885,-1854.66,-7.95557,-1854.6,-6.84821,-1854.58,-5.70277,-1854.58,-4.76299,-1854.57,-3.89225,-1854.55,-3.11105,-1854.53,-2.46796,-1855.36,-2.16902,-1854.99,-1.89159,-1854.8
-9.12665,-1855.97,-8.85918,-1855.92,-9.36061,-1855.92,-7.95809,-1855.86,-6.85041,-1855.83,-5.70522,-1855.84,-4.76421,-1855.83,-3.89399,-1855.8,-3.11227,-1855.8,-2.47071,-1856.62,-2.17069,-1856.26,-1.89149,-1856.06
-9.1257,-1857.21,-8.85907,-1857.16,-9.36398,-1857.16,-7.96042,-1857.11,-6.85332,-1857.08,-5.70804,-1857.09,-4.7657,-1857.08,-3.89529,-1857.05,-3.11392,-1857.04,-2.47295,-1857.88,-2.17226,-1857.51,-1.89265,-1857.31
-9.13018,-1858.51,-8.8608,-1858.46,-9.3668,-1858.45,-7.96108,-1858.39,-6.85535,-1858.36,-5.71055,-1858.39,-4.76751,-1858.36,-3.89699,-1858.33,-3.11453,-1858.34,-2.47413,-1859.13,-2.17303,-1858.78,-1.89413,-1858.6
-9.12987,-1859.69,-8.86398,-1859.65,-9.36863,-1859.65,-7.96537,-1859.6,-6.85751,-1859.57,-5.71168,-1859.58,-4.76921,-1859.56,-3.89924,-1859.54,-3.11125,-1859.54,-2.47668,-1860.36,-2.17461,-1859.99,-1.89731,-1859.8
-9.1302,-1860.93,-8.86608,-1860.89,-9.3703,-1860.91,-7.96819,-1860.85,-6.85939,-1860.82,-5.7135,-1860.82,-4.77139,-1860.81,-3.90065,-1860.79,-3.117,-1860.79,-2.47842,-1861.6,-2.17654,-1861.24,-1.89861,-1861.04
-9.13126,-1862.16,-8.86592,-1862.13,-9.37083,-1862.12,-7.96942,-1862.09,-6.86028,-1862.05,-5.71631,-1862.07,-4.7731,-1862.04,-3.90293,-1862.03,-3.11865,-1862.02,-2.47987,-1862.86,-2.17818,-1862.48,-1.90013,-1862.28
-9.13543,-1863.43,-8.86779,-1863.4,-9.37493,-1863.39,-7.96952,-1863.35,-6.86388,-1863.31,-5.71971,-1863.33,-4.77456,-1863.31,-3.90454,-1863.29,-3.12183,-1863.29,-2.48087,-1864.09,-2.17873,-1863.74,-1.90047,-1863.54
-9.12922,-1864.65,-8.86919,-1864.62,-9.37718,-1864.61,-7.97074,-1864.59,-6.86696,-1864.55,-5.72377,-1864.55,-4.77774,-1864.53,-3.90637,-1864.51,-3.12336,-1864.5,-2.482,-1865.33,-2.18031,-1864.97,-1.90091,-1864.76
-9.1317,-1865.91,-8.87182,-1865.89,-9.37801,-1865.88,-7.97273,-1865.85,-6.86946,-1865.8,-5.72678,-1865.81,-4.7812,-1865.79,-3.90826,-1865.77,-3.12309,-1865.77,-2.48428,-1866.59,-2.18142,-1866.22,-1.90225,-1866.03
-9.13817,-1867.16,-8.87292,-1867.15,-9.37939,-1867.12,-7.97517,-1867.09,-6.87048,-1867.05,-5.72795,-1867.06,-4.78205,-1867.03,-3.90938,-1867.02,-3.12503,-1867.02,-2.4855,-1867.86,-2.18242,-1867.49,-1.90387,-1867.28
-9.14104,-1868.41,-8.87694,-1868.42,-9.3819,-1868.38,-7.97765,-1868.35,-6.87039,-1868.33,-5.72827,-1868.33,-4.78332,-1868.3,-3.90929,-1868.28,-3.12439,-1868.29,-2.48562,-1869.08,-2.18296,-1868.73,-1.90523,-1868.54
-9.14028,-1869.63,-8.87613,-1869.66,-9.3832,-1869.6,-7.98021,-1869.57,-6.87173,-1869.54,-5.72928,-1869.53,-4.78528,-1869.53,-3.91078,-1869.5,-3.12502,-1869.5,-2.48829,-1870.33,-2.18411,-1869.97,-1.90656,-1869.76
-9.13631,-1870.9,-8.87683,-1870.9,-9.38592,-1870.85,-7.9827,-1870.82,-6.87407,-1870.8,-5.73184,-1870.78,-4.7887,-1870.78,-3.91325,-1870.76,-3.12656,-1870.75,-2.4909,-1871.59,-2.18454,-1871.2,-1.90797,-1871.02
-9.13964,-1872.14,-8.87676,-1872.15,-9.38912,-1872.08,-7.98512,-1872.06,-6.87696,-1872.05,-5.73351,-1872.02,-4.79056,-1872.03,-3.91481,-1872,-3.12814,-1872.01,-2.49118,-1872.86,-2.18639,-1872.47,-1.90809,-1872.26
-9.14238,-1873.4,-8.87914,-1873.42,-9.3913,-1873.34,-7.98749,-1873.32,-6.87808,-1873.31,-5.7367,-1873.29,-4.79218,-1873.29,-3.91663,-1873.26,-3.13185,-1873.27,-2.49138,-1874.08,-2.1872,-1873.72,-1.90905,-1873.51
-9.1468,-1874.64,-8.88326,-1874.66,-9.39311,-1874.58,-7.9895,-1874.56,-6.87876,-1874.54,-5.7387,-1874.52,-4.78903,-1874.53,-3.91858,-1874.51,-3.13325,-1874.5,-2.49367,-1875.34,-2.18898,-1874.96,-1.90989,-1874.76
-9.15307,-1875.92,-8.88571,-1875.92,-9.39527,-1875.85,-7.99039,-1875.83,-6.88211,-1875.82,-5.73828,-1875.79,-4.78559,-1875.8,-3.92102,-1875.77,-3.13552,-1875.78,-2.49405,-1876.6,-2.19097,-1876.23,-1.91075,-1876.02
-9.15487,-1877.19,-8.88659,-1877.19,-9.39299,-1877.12,-7.98604,-1877.09,-6.8854,-1877.08,-5.74044,-1877.05,-4.79056,-1877.05,-3.92024,-1877.02,-3.13743,-1877.04,-2.49553,-1877.92,-2.19237,-1877.51,-1.91145,-1877.3
-9.15424,-1878.41,-8.88765,-1878.41,-9.39226,-1878.33,-7.98766,-1878.31,-6.888,-1878.31,-5.74336,-1878.28,-4.80065,-1878.3,-3.92055,-1878.26,-3.13988,-1878.26,-2.49897,-1879.08,-2.19334,-1878.71,-1.91222,-1878.51
-9.15391,-1879.66,-8.89056,-1879.62,-9.39515,-1879.55,-7.99453,-1879.53,-6.88877,-1879.54,-5.74551,-1879.5,-4.80491,-1879.5,-3.92175,-1879.47,-3.14082,-1879.48,-2.50153,-1880.32,-2.194,-1879.94,-1.91289,-1879.74
-9.15324,-1880.89,-8.89266,-1880.88,-9.39653,-1880.78,-7.99856,-1880.77,-6.89075,-1880.78,-5.74681,-1880.73,-4.80758,-1880.75,-3.92428,-1880.72,-3.14321,-1880.72,-2.49993,-1881.55,-2.19556,-1881.18,-1.91419,-1880.97
-9.15234,-1882.14,-8.89316,-1882.12,-9.39932,-1882.04,-7.99871,-1882,-6.89379,-1882.01,-5.74884,-1881.97,-4.80914,-1881.99,-3.92369,-1881.96,-3.14398,-1881.96,-2.50153,-1882.81,-2.19703,-1882.43,-1.9157,-1882.22
-9.15665,-1883.38,-8.89461,-1883.35,-9.40251,-1883.28,-7.99958,-1883.24,-6.89619,-1883.25,-5.75188,-1883.22,-4.81055,-1883.23,-3.93172,-1883.2,-3.14442,-1883.2,-2.50314,-1884.05,-2.1981,-1883.65,-1.91738,-1883.45
-9.15837,-1884.61,-8.89693,-1884.6,-9.40241,-1884.52,-8.00206,-1884.48,-6.89831,-1884.5,-5.75435,-1884.46,-4.81197,-1884.46,-3.93562,-1884.43,-3.14742,-1884.44,-2.5051,-1885.28,-2.19948,-1884.89,-1.91929,-1884.7
-9.16212,-1885.88,-8.89935,-1885.85,-9.40331,-1885.76,-8.0017,-1885.73,-6.8998,-1885.74,-5.75662,-1885.71,-4.81227,-1885.72,-3.93695,-1885.69,-3.14867,-1885.69,-2.507,-1886.54,-2.2009,-1886.16,-1.91926,-1885.95
-9.16106,-1887.13,-8.90269,-1887.1,-9.40531,-1887.02,-8.00312,-1886.99,-6.90202,-1886.99,-5.75887,-1886.97,-4.81377,-1886.97,-3.93897,-1886.94,-3.14929,-1886.94,-2.50755,-1887.79,-2.20215,-1887.42,-1.92068,-1887.2
-9.16184,-1888.37,-8.90537,-1888.33,-9.40867,-1888.25,-8.00539,-1888.22,-6.90422,-1888.22,-5.76046,-1888.2,-4.81606,-1888.21,-3.94047,-1888.18,-3.15089,-1888.18,-2.50875,-1889.02,-2.2034,-1888.64,-1.9207,-1888.43
-9.16491,-1889.61,-8.90674,-1889.56,-9.41122,-1889.5,-8.00588,-1889.46,-6.90605,-1889.45,-5.76298,-1889.43,-4.81809,-1889.44,-3.94266,-1889.41,-3.15311,-1889.42,-2.51018,-1890.26,-2.2047,-1889.88,-1.9215,-1889.68
-9.16748,-1890.84,-8.90755,-1890.79,-9.41284,-1890.74,-8.00753,-1890.7,-6.90805,-1890.69,-5.76571,-1890.68,-4.82008,-1890.68,-3.94261,-1890.67,-3.15518,-1890.66,-2.5111,-1891.51,-2.20661,-1891.13,-1.92369,-1890.92
-9.17269,-1892.11,-8.90855,-1892.04,-9.4135,-1892.01,-8.01163,-1891.97,-6.9089,-1891.94,-5.7672,-1891.94,-4.82187,-1891.94,-3.94467,-1891.92,-3.15683,-1891.92,-2.51203,-1892.75,-2.20759,-1892.38,-1.92565,-1892.17
-9.17069,-1893.35,-8.90956,-1893.29,-9.41287,-1893.24,-8.01255,-1893.21,-6.91134,-1893.18,-5.76931,-1893.19,-4.82414,-1893.18,-3.94754,-1893.16,-3.15825,-1893.16,-2.51301,-1893.99,-2.2091,-1893.62,-1.92712,-1893.41
-9.17119,-1894.6,-8.91046,-1894.54,-9.41626,-1894.51,-8.00974,-1894.46,-6.91481,-1894.43,-5.77156,-1894.43,-4.82538,-1894.44,-3.94936,-1894.4,-3.15981,-1894.41,-2.51188,-1895.24,-2.21071,-1894.87,-1.92726,-1894.66
-9.17327,-1895.83,-8.91223,-1895.78,-9.41942,-1895.76,-8.01022,-1895.72,-6.91664,-1895.68,-5.77186,-1895.68,-4.82751,-1895.69,-3.95071,-1895.67,-3.16212,-1895.66,-2.51029,-1896.53,-2.21204,-1896.13,-1.92983,-1895.93
-9.17647,-1897.11,-8.91261,-1897.04,-9.4205,-1897.03,-8.01672,-1896.98,-6.91964,-1896.94,-5.77403,-1896.95,-4.82724,-1896.95,-3.95293,-1896.91,-3.16533,-1896.92,-2.49479,-1897.76,-2.21232,-1897.39,-1.9306,-1897.18
-9.1762,-1898.32,-8.91426,-1898.26,-9.42158,-1898.25,-8.01839,-1898.21,-6.92041,-1898.17,-5.77615,-1898.17,-4.82969,-1898.17,-3.95464,-1898.14,-3.16621,-1898.15,-2.50871,-1898.98,-2.21314,-1898.61,-1.93095,-1898.41
-9.17753,-1899.57,-8.91748,-1899.5,-9.42344,-1899.5,-8.02082,-1899.45,-6.9208,-1899.41,-5.77794,-1899.42,-4.83118,-1899.41,-3.95538,-1899.4,-3.16746,-1899.39,-2.51883,-1900.23,-2.2153,-1899.85,-1.93063,-1899.64
-9.17986,-1900.81,-8.91998,-1900.76,-9.42523,-1900.75,-8.02617,-1900.7,-6.92398,-1900.65,-5.77748,-1900.66,-4.83236,-1900.65,-3.9552,-1900.63,-3.16717,-1900.62,-2.52013,-1901.48,-2.21422,-1901.1,-1.93221,-1900.89
-9.18207,-1902.06,-8.9219,-1901.99,-9.42679,-1901.99,-8.02836,-1901.95,-6.92628,-1901.9,-5.77556,-1901.92,-4.83429,-1901.9,-3.95703,-1901.88,-3.16836,-1901.89,-2.5217,-1902.72,-2.21616,-1902.33,-1.93461,-1902.14
-9.18232,-1903.27,-8.92316,-1903.24,-9.42584,-1903.22,-8.02944,-1903.19,-6.92764,-1903.13,-5.77255,-1903.15,-4.83672,-1903.13,-3.95859,-1903.12,-3.17012,-1903.11,-2.52306,-1903.96,-2.21691,-1903.58,-1.93569,-1903.38
-9.18413,-1904.52,-8.92262,-1904.48,-9.42872,-1904.49,-8.03188,-1904.44,-6.92939,-1904.39,-5.78021,-1904.41,-4.83729,-1904.4,-3.96148,-1904.36,-3.17228,-1904.37,-2.52396,-1905.22,-2.21813,-1904.84,-1.9369,-1904.63
-9.18423,-1905.77,-8.92489,-1905.75,-9.43215,-1905.74,-8.03392,-1905.69,-6.93154,-1905.64,-5.78533,-1905.66,-4.84104,-1905.65,-3.96307,-1905.62,-3.17496,-1905.62,-2.52506,-1906.48,-2.22037,-1906.1,-1.93656,-1905.89
-9.18652,-1907.03,-8.92817,-1906.99,-9.43531,-1906.99,-8.03611,-1906.94,-6.93368,-1906.9,-5.78603,-1906.92,-4.84283,-1906.9,-3.96539,-1906.88,-3.17614,-1906.88,-2.52659,-1907.71,-2.22159,-1907.33,-1.93958,-1907.13
-9.18926,-1908.25,-8.92951,-1908.23,-9.43479,-1908.22,-8.03624,-1908.19,-6.9358,-1908.12,-5.78585,-1908.15,-4.84386,-1908.13,-3.96649,-1908.1,-3.17719,-1908.1,-2.52644,-1908.96,-2.22318,-1908.57,-1.9409,-1908.37
-9.19135,-1909.49,-8.93065,-1909.48,-9.43621,-1909.47,-8.03751,-1909.43,-6.93694,-1909.38,-5.79006,-1909.41,-4.84495,-1909.38,-3.96844,-1909.35,-3.17895,-1909.36,-2.52749,-1910.21,-2.22539,-1909.82,-1.94026,-1909.62
-9.1911,-1910.77,-8.93249,-1910.75,-9.43611,-1910.71,-8.03859,-1910.68,-6.94034,-1910.63,-5.79157,-1910.65,-4.84677,-1910.64,-3.96986,-1910.6,-3.18166,-1910.6,-2.52935,-1911.46,-2.22664,-1911.08,-1.94221,-1910.87
-9.19167,-1912.01,-8.93417,-1911.99,-9.43639,-1911.97,-8.03811,-1911.93,-6.94148,-1911.88,-5.79313,-1911.91,-4.84822,-1911.88,-3.97143,-1911.85,-3.18357,-1911.86,-2.53275,-1912.7,-2.22781,-1912.33,-1.94318,-1912.11
-9.19196,-1913.26,-8.93681,-1913.25,-9.43955,-1913.2,-8.03848,-1913.18,-6.94307,-1913.14,-5.79347,-1913.15,-4.85075,-1913.13,-3.97292,-1913.1,-3.18467,-1913.11,-2.5334,-1913.95,-2.22787,-1913.57,-1.94338,-1913.36
-9.19429,-1914.51,-8.94181,-1914.52,-9.44274,-1914.46,-8.04021,-1914.43,-6.94678,-1914.39,-5.79353,-1914.41,-4.85313,-1914.4,-3.97573,-1914.37,-3.18647,-1914.37,-2.53679,-1915.23,-2.22893,-1914.85,-1.94721,-1914.63
-9.19923,-1915.81,-8.94231,-1915.81,-9.44471,-1915.75,-8.0414,-1915.71,-6.94735,-1915.67,-5.79708,-1915.68,-4.85429,-1915.67,-3.97757,-1915.64,-3.18821,-1915.64,-2.53704,-1916.51,-2.23008,-1916.14,-1.94875,-1915.93
-9.20152,-1917.06,-8.94276,-1917.07,-9.44679,-1917,-8.04312,-1916.98,-6.9498,-1916.96,-5.79481,-1916.95,-4.85657,-1916.95,-3.97927,-1916.92,-3.18906,-1916.91,-2.53833,-1917.75,-2.23203,-1917.37,-1.94967,-1917.17
